title,url,pub_time,summary,category,source
调整就是机会！机构大动作调仓 75只行业ETF被疯狂扫货 _,https://finance.eastmoney.com/a/202509063506745168.html,2025-09-06 13:22:00,本周股指集体调整，沪深两市股票型ETF和跨境型ETF合计净流入约128亿元。 从行业主题上看，证券、化工、电池等ETF被资金看好，而芯片相关ETF被资金抛售。 逾百亿元资金借道ETF进场 本周沪深两市成交12.84万亿元，其中沪市成交5.53万亿元，深市成交7.31万亿元。截至最新收盘，沪指报收于3812.51点，全周下跌1.18%，深证成指报收于12590.56点，全周下跌0.83%。 本周主要,要闻,eastmoney
易会满被查 其银行学校多名同学先期落马 详情披露：其8月29日左右被带走调查 几个家人也被一并带走 _,https://finance.eastmoney.com/a/202509063506744292.html,2025-09-06 13:07:00,据中央纪委国家监委消息，十四届全国政协经济委员会副主任易会满涉嫌严重违纪违法，目前正接受中央纪委国家监委纪律审查和监察调查。 数位消息人士对经济观察报记者表示，易会满是在2025年8月29日左右被带走调查的，他的几个家人也被一并带走。而在此前的几个月里，易会满在上个世纪80年代就读于浙江银行学校时的数名同学，已经先期落马。 据界面新闻消息：易会满被查的消息近期已经在网络上流传。中国政协网信息显示，,要闻,eastmoney
易会满被查！任职工行30余年 曾称证监会工作如履薄冰 _,https://finance.eastmoney.com/a/202509063506744011.html,2025-09-06 13:01:00,9月6日，中央纪委国家监委网站消息，十四届全国政协经济委员会副主任易会满涉嫌严重违纪违法，目前正接受中央纪委国家监委纪律审查和监察调查。 在工商银行体系内任职多年 公开资料显示，易会满最早在中国人民银行杭州市分行任职，后于1985年1月加入中国工商银行。 此后，易会满在中国工商银行体系内多次调整工作，先后任杭州市分行计划处副处长、杭州市分行计划处处长、杭州市分行副行长、浙江省分行副行长兼杭州市分行,要闻,eastmoney
“战争部”！特朗普签了 “这可是个大动作” _,https://finance.eastmoney.com/a/202509063506744713.html,2025-09-06 12:54:00,据央视新闻，美国总统特朗普5日签署一项行政令，决定恢复美国国防部历史旧称，将其更名为“战争部”。特朗普还表示，“这可是个大动作”。 图片来源：视频截图 据新华社，该行政令授权将“战争部”作为国防部的“次级称谓”使用（相当于代称），并把国防部长赫格塞思等人的职衔相应改为“战争部长”等对应称谓。同时，行政令要求赫格塞思采取措施以推动国防部实现永久更名。当天，多名共和党议员提出相关更名议案，尚待国会批准,要闻,eastmoney
易会满被查！执掌证监会5年 沪指20次失守3000点 曾屡提金融反腐 _,https://finance.eastmoney.com/a/202509063506744142.html,2025-09-06 12:47:00,从证监会主席任上离去1年7个月后，易会满最终未能“平稳落地”。 9月6日，中央纪委国家监委发布消息，十四届全国政协经济委员会副主任易会满涉嫌严重违纪违法，目前正接受中央纪委国家监委纪律审查和监察调查。 易会满2024年2月被免去证监会党委书记、主席职务后，此后市场多次流传相关信息。2024年6月，易会满被增补为第十四届全国政协委员，任命为经济委员会驻会副主任。这一度被视作“安全着陆”的信号，但传言,要闻,eastmoney
突然崩盘！又一家国际知名品牌受到关税重创！ _,https://finance.eastmoney.com/a/202509063506742183.html,2025-09-06 12:47:00,又一家国际知名品牌受到美国关税冲击！ 周五盘中，知名瑜伽运动服装品牌露露乐蒙（lululemon）股价一度大跌20%。此前，露露乐蒙大幅下调了2025财年的全年盈利和销售预测。该公司预计，关税将使其全年毛利润减少2.4亿美元。 在财报披露后，多家投行下调了露露乐蒙的目标价。其中，摩根大通将露露乐蒙目标价从224美元下调至191美元，巴克莱将露露乐蒙目标价从209美元下调至180美元，派杰投资将露露,要闻,eastmoney
美线集运运价9月初小幅下跌 业内预计下旬至国庆有望回温 但持续性有限 _,https://finance.eastmoney.com/a/202509063506741569.html,2025-09-06 12:34:00,集运美线迎涨后本周小幅回落，业内预计本月下旬至国庆，运价有望持续回暖。 “我们认为运价上涨的持续性或相对有限。VIZION数据显示，8月中旬美国从全球和我国订舱的集装箱数量同比分别下跌17%和30%，短期或有家具抢出口和航运公司运力控制因素，当前现货运价震荡运行。”中信期货首席研究员武嘉璐对财联社记者表示。 从指数来看，本周NCFI、SCFI指数北美航线表现出现分化。9月5日，宁波航运交易所NCF,要闻,eastmoney
正部级易会满被查：曾执掌中国证监会5年 7月底最后一次露面 _,https://finance.eastmoney.com/a/202509063506741367.html,2025-09-06 12:34:00,2025年9月6日，中央纪委国家监委网站发布消息，十四届全国政协经济委员会副主任易会满涉嫌严重违纪违法，目前正接受中央纪委国家监委纪律审查和监察调查。 易会满是今年以来中央纪委国家监委公开通报审查调查的第41个中管干部。他也是今年落马的第8个正部级“老虎”。 公开简历显示，易会满，男，汉族，1964年12月出生，浙江苍南人，高级管理人员工商管理硕士，管理学博士，中共党员。他是第十九届中央候补委员、,要闻,eastmoney
执掌证监会5年 易会满接受调查 数月前曾赴浙江调研 _,https://finance.eastmoney.com/a/202509063506738719.html,2025-09-06 12:20:00,9月6日，中央纪委国家监委网站发布消息称，证监会原主席易会满涉嫌严重违纪违法，目前正接受中央纪委国家监委纪律审查和监察调查。 公开履历显示，易会满曾在工行系统任职30余载，于2019年初接棒刘士余之后，成为证监会第九任主席。彼时，资本市场进入深化改革与创新发展时期，在其任职的5年期间，经历了科创板开板、北交所开市、推行全面注册制、推动常态化退市机制等多项重要改革。 直至2024年2月，执掌证监会刚,要闻,eastmoney
中国证监会原主席易会满被查 今年落马中管干部已有41人 _,https://finance.eastmoney.com/a/202509063506738558.html,2025-09-06 12:16:00,易会满。澎湃新闻记者赵昀资料图 9月6日11时，中央纪委国家监委网站客户端通报称，十四届全国政协经济委员会副主任易会满涉嫌严重违纪违法，目前正接受中央纪委国家监委纪律审查和监察调查。 公开资料显示，易会满，男，汉族，1964年出生。他曾长期在工商银行系统工作，担任过工行浙江省分行副行长，江苏省分行副行长（主持工作），江苏省分行行长、党委书记，北京市分行行长、党委书记等职，于2005年6月跻身工行党,要闻,eastmoney
周末打虎！涉嫌严重违纪违法 易会满被查（附简历） _,https://finance.eastmoney.com/a/202509063506738353.html,2025-09-06 12:06:00,据中央纪委国家监委网站6日消息，十四届全国政协经济委员会副主任易会满涉嫌严重违纪违法，目前正接受中央纪委国家监委纪律审查和监察调查。 简历显示，易会满，1964年12月出生，汉族，浙江苍南人，高级管理人员工商管理硕士。 1984年8月，易会满在中国人民银行杭州市分行参加工作。1985年1月进入中国工商银行，1998年7月起先后任中国工商银行浙江省分行副行长、党委委员兼营业部总经理、党委书记，江苏省,要闻,eastmoney
前证监会主席、30余载工行“老将”易会满被查 在任五年1700家IPO _,https://finance.eastmoney.com/a/202509063506737138.html,2025-09-06 11:19:00,卸任证监会主席一年多后，易会满被查一事得以官宣。 今日，中纪委官网通报，十四届全国政协经济委员会副主任易会满涉嫌严重违纪违法，目前正接受中央纪委国家监委纪律审查和监察调查。 图片来源：中纪委官网 在中纪委官方通报之前，坊间已多次流传易会满被查的消息，而后往往有其出席公开活动的信息浮现来终结传言。但屡屡传出被查事宜后，此次官方靴子落地，市场也并未十分震惊。 2024年春节前夕，证监会敲定新“一把手”,要闻,eastmoney
重磅打虎！易会满落马 执掌中国证监会超5年 任期内3000点20次失守 _,https://finance.eastmoney.com/a/202509063506737097.html,2025-09-06 11:17:00,据中央纪委国家监委消息，十四届全国政协经济委员会副主任易会满涉嫌严重违纪违法，目前正接受中央纪委国家监委纪律审查和监察调查。 资料显示，2019年1月，易会满被任命为中国证监会党委书记、主席，至2024年2月被免去职务，执掌中国证监会5年。易会满掌舵期间，中国资本市场经历科创板开板、北交所揭牌开市、推行全面注册制、退市新规等变化。 “宇宙行”起步 公开资料显示，易会满，男，汉族，1964年12月出,要闻,eastmoney
7万亿体育产业蓝图浮现 国产运动品牌增长空间在哪里？ _,https://finance.eastmoney.com/a/202509063506737352.html,2025-09-06 11:14:00,9月4日，国务院办公厅印发《关于释放体育消费潜力进一步推进体育产业高质量发展的意见》（以下简称《意见》），明确提出到2030年体育产业总规模突破7万亿元，培育一批具有全球竞争力的体育企业和国际级体育赛事。这一目标为体育产业的产业化、商业化与资本化进程注入了强劲的政策动力。 《意见》从扩大供给、激发消费、壮大市场主体等六大方面提出20条具体措施，构建起支持体育产业高质量发展的全方位政策框架。在202,要闻,eastmoney
国产头部半导体设备厂领跑！记者实探中微公司六大新品 _,https://finance.eastmoney.com/a/202509063506736539.html,2025-09-06 11:02:00,9月4日至9月6日，第十三届半导体设备与核心部件及材料展（下称：CSEAC 2025）正在无锡举行。 期间，中微公司发布6款半导体设备新产品，覆盖等离子体刻蚀（Etch）、原子层沉积（ALD）及外延（EPI）等工艺。 中微公司董事长兼总经理尹志尧在该展会主旨演讲环节表示，目前，中微公司在研项目涵盖六大类、超二十款新设备，过去一款新设备的开发周期通常为3-5年，如今仅需2年，甚至更短时间就能推出具有,要闻,eastmoney
深圳“金九银十”迎政策大礼包 购房门槛、房贷成本双双下调 _,https://finance.eastmoney.com/a/202509063506742918.html,2025-09-06 11:02:00,全面放宽限购、降低房贷利率，深圳以超预期力度为楼市注入强心剂。 9月5日深夜，深圳市住房和建设局与中国人民银行深圳市分行联合印发《关于进一步优化调整本市房地产政策措施的通知》。此次政策调整涵盖居民购房、企事业单位购房以及个人住房信贷等多方面重磅举措。 深圳由此成为北京、上海之后，又一个优化楼市政策的一线城市。分析人士指出，与京沪两地近期政策相比，深圳对限购松绑力度明显更大，这将对激活市场起到更明显,要闻,eastmoney
打虎！证监会原主席易会满被查 _,https://finance.eastmoney.com/a/202509063506736110.html,2025-09-06 11:01:00,十四届全国政协经济委员会副主任易会满涉嫌严重违纪违法，目前正接受中央纪委国家监委纪律审查和监察调查。 新闻多一点 公开信息显示，易会满出生于1964年12月，曾长期在银行系统工作，2019年1月任中国证券监督管理委员会主席、党委书记，2024年2月被免职，后转任全国政协经济委员会驻会副主任。 易会满被查 其银行学校多名同学先期落马 详情披露：其8月29日左右被带走调查 几个家人也被一并带走 据中央,要闻,eastmoney
退休的券商分公司老总被罚 代客交易亏近300万 还有两券商违规揽客 _,https://finance.eastmoney.com/a/202509063506742873.html,2025-09-06 11:00:00,一日内3家券商及从业人员收到监管罚单，再次将证券行业合规问题推向公众视野。 9月5日，海南、安徽、大连三地证监局集中披露多项行政监管措施，涉及财达证券、西南证券和中山证券的相关分支机构及责任人，违规事由包括“私下接受客户委托买卖证券”和“违规委托第三方招揽客户”等典型问题。 海南证监局发布行政处罚决定书，已退休的财达证券海南分公司前从业人员敖义被给予警告，并处以15万元罚款，敖义私下接受客户委托买,要闻,eastmoney
OpenAI重组ChatGPT个性研究团队！ _,https://finance.eastmoney.com/a/202509063506742795.html,2025-09-06 10:46:00,OpenAI正在重组ChatGPT团队，加入模型行为小组，以在模型的初始预训练之后改进公司的AI模型。 这支模型行为小组由约14名研究人员组成，是一支规模虽小但颇具影响力的研究团队，决定着OpenAI人工智能模型与人互动的方式。该团队也参与了自GPT-4以来的所有OpenAI模型的开发，包括GPT-4o和GPT-5。 OpenAI发言人已证实了这一调整，目前模型行为团队已开始向OpenAI的后期训,要闻,eastmoney
招商蛇口：前8个月销售金额约1240亿元 8月斥资128.75亿元获得4宗地块 _,https://finance.eastmoney.com/a/202509063506732982.html,2025-09-06 10:12:00,9月5日，招商蛇口（001979.SZ）披露8月份销售数据及拿地情况。 销售数据显示，8月份公司实现签约销售面积51.86万平方米，实现签约销售金额194.55亿元。 2025年前8个月，招商蛇口累计实现签约销售面积445.27万平方米，累计实现签约销售金额1240.08亿元。 拿地方面，8月份招商蛇口共斥资约128.75亿元获得4宗地块。 此前招商蛇口披露的2025年中期业绩显示，2025年上半,要闻,eastmoney
中国创新药授权交易大热 如何紧握商业化质效主导权？ _,https://finance.eastmoney.com/a/202509063506721028.html,2025-09-06 09:08:00,2025年以来，创新药领域的BD（商务拓展）合作热潮迭起，中国Biotech（创新药企）与国际大药企的合作案例频现，商务拓展日益成为推动创新药企业业绩增长的核心动力。 医药魔方《2025H1医药交易趋势报告》显示，近5年License-out（对外授权）交易在中国相关交易中的首付款及总金额占比均显著提升，今年上半年License-out首付款和总金额分别达26亿美元和600亿美元，在中国相关交易金,要闻,eastmoney
要口碑还是要销量？激怒打工人的桃李面包 7天涨粉超8000人 _,https://finance.eastmoney.com/a/202509063506720692.html,2025-09-06 09:02:00,因为推销自家的五仁月饼，桃李面包惹怒了“打工人”群体。 近日，桃李面包（603866.SH）一则宣传旗下五仁月饼 “桃李蛋月烧” 的电梯广告引发争议。 这则电梯广告语为：“有人说五仁不好吃，我们认为：那是因为你还年轻，还没饱尝过生活的毒打。桃李蛋月烧，等一个有故事的人下单！” 看似想用“生活共鸣”拉近与消费者距离的广告文案，却在发布后引来众多网友不满。人们的愤怒点在于，自己的主观消费选择，竟然要被,要闻,eastmoney
关税大消息！特朗普签了 对进口关税范围进行调整 _,https://finance.eastmoney.com/a/202509063506719239.html,2025-09-06 08:41:00,美国调整关税政策生效范围。 美东时间9月5日，美国白宫发布声明表示，美国总统特朗普签署行政命令，对进口关税范围进行调整，并落实与外国贸易伙伴的贸易与安全框架协议。行政命令规定，在与外国贸易伙伴达成框架协议或最终协议后，美国可根据协议内容调整关税，包括将部分商品的“对等关税”降至零。 值得注意的是，美国芯片关税或呼之欲出。特朗普近日在白宫晚宴上向科技领袖透露，一项“相当可观”的半导体关税即将出台，但,要闻,eastmoney
欧洲国家讨论向乌派兵！普京喊话：在乌外军将成合法打击目标！梅德韦杰夫最新表态 _,https://finance.eastmoney.com/a/202509063506719120.html,2025-09-06 08:39:00,据央视新闻，乌克兰总统泽连斯基4日在社交媒体发文说，他当天在法国巴黎参加“自愿联盟”线上会议后与美国总统特朗普通电话，重点讨论对俄罗斯追加强力制裁和保护乌领空方案等事宜，一些欧洲领导人加入通话。对此，俄方回应称，绝不接受外国军队在乌克兰部署。 图片来源：视频截图 泽连斯基表示，乌克兰及其盟友已就安全保障的总体框架达成一致，乌美双方还讨论了如何最大限度保护乌克兰领空。他说，乌克兰提出了一项保护乌领空,要闻,eastmoney
